region_1_mean,region_1_std,region_1_entropy,region_2_mean,region_2_std,region_2_entropy,region_3_mean,region_3_std,region_3_entropy,region_4_mean,region_4_std,region_4_entropy,label
784.0,2066.4695436903976,3.702819531114783,784.0,1991.992971875152,3.702819531114783,784.0,1939.7142508627398,4.0,784.0,1916.7175717877685,3.8750000000000004,1.0
784.0,2145.0354018057606,3.702819531114783,784.0,2053.9248099674924,3.8750000000000004,784.0,1973.5410750729259,4.0,784.0,1970.9155867261286,3.8750000000000004,1.0
784.0,1803.8840733262214,4.0,784.0,1848.1496151556562,4.0,784.0,1801.136655004278,4.0,784.0,1857.8719681398932,4.0,1.0
784.0,2229.2407059355432,3.5778195311147827,784.0,2132.6545371906814,3.5,784.0,2012.9448887140452,4.0,784.0,2009.833295325759,3.5,1.0
784.0,2337.6600212605767,3.0306390622295667,784.0,2249.658112914049,3.5,784.0,2075.7731089885524,3.75,784.0,2086.870743481733,3.5,1.0
784.0,1657.2851293606661,3.8750000000000004,784.0,1804.6418619770516,4.0,784.0,1760.6471111497613,4.0,784.0,1657.981679633403,3.8750000000000004,1.0
784.0,1737.410357399771,3.702819531114783,784.0,1858.5137206918866,3.8750000000000004,784.0,1792.8717536399529,3.8750000000000004,784.0,1717.7031175380687,3.8750000000000004,1.0
784.0,1688.6675590535872,3.8750000000000004,784.0,1831.4531457288226,3.8750000000000004,784.0,1780.1635107483808,3.8750000000000004,784.0,1628.3259808772934,3.8750000000000004,1.0
784.0,1749.162120845292,3.702819531114783,784.0,1877.8271019984775,3.8750000000000004,784.0,1796.4558859042434,4.0,784.0,1669.4923255289316,3.702819531114783,1.0
784.0,1763.6369736995196,3.8750000000000004,784.0,1914.812131776901,3.8750000000000004,784.0,1820.5040167492077,4.0,784.0,1697.416382329333,3.8750000000000004,1.0
784.0,1858.0198801412218,4.0,784.0,1978.06452119237,4.0,784.0,1850.733908480633,4.0,784.0,1762.440495449421,3.8750000000000004,1.0
784.0,1896.6661870239582,3.702819531114783,784.0,1855.913993158088,3.5,784.0,1866.454426178148,3.8750000000000004,784.0,1809.7767818159232,4.0,1.0
784.0,1836.8194658158434,3.8750000000000004,784.0,1855.838018254826,4.0,784.0,1757.578376630755,3.8750000000000004,784.0,1856.8748611578542,3.8750000000000004,1.0
